id,user,sex,identity,region,focus,fans,article,postall,join,transall,hub_num,hub_influence,iss1,iss2,iss3,iss4,iss5,iss6,con1,con2,con3,con4,con5,con6,man1,man2,man3,image,vedio,tag,link,iden_1,iden_2,iden_3,iden_4,iden_5,iden_6,reg_1,reg_2,reg_3,reg_4,reg_5,reg_6,fans_0,article_0,focus_0,filter_$,influence,number,post_0,join_0,iss1_0,iss2_0,iss3_0,iss4_0,iss5_0,iss6_0,con1_0,con2_0,con3_0,con4_0,con5_0,con6_0,man1_0,man2_0,man3_0,image_0,vedio_0,tag_0,link_0,iss1_ratio,iss2_ratio,iss3_ratio,iss4_ratio,iss5_ratio,iss6_ratio,con1_ratio,con2_ratio,con3_ratio,con4_ratio,con5_ratio,con6_ratio,man1_ratio,man2_ratio,man3_ratio,image_ratio,vedio_ratio,tag_ratio,link_ratio
123,马伊琍,1,1,1,211,4110,5143,18,7,72802,.00525166517814754,.0166842977315801,1,0,1,1,15,0,4,2,4,8,0,0,1,7,10,11,0,7,7,1,0,0,0,0,0,1,0,0,0,0,0,3.61384182187607,3.71121652432109,2.32428245529769,1,-1.77769206876455,-2.27970297030499,1.25527250510331,.845098040014257,0, ,0,0,1.17609125905568, ,.602059991327962,.301029995663981,.602059991327962,.903089986991944, , ,0,.845098040014257,1,1.04139268515823, ,.845098040014257,.845098040014257,.0555555555555556,0,.0555555555555556,.0555555555555556,.833333333333333,0,.222222222222222,.111111111111111,.222222222222222,.444444444444444,0,0,.0555555555555556,.388888888888889,.555555555555556,.611111111111111,0,.388888888888889,.388888888888889
124,麦家,0,3,2,550,630,1027,3,2,378,.000116994857665585,1.95450980581217E-005,0,0,0,2,1,0,0,1,0,1,0,1,1,2,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,2.79934054945358,3.01157044359728,2.74036268949424,0,-4.70896214636275,-3.93183322660034,.477121254719662,.301029995663981, , , ,.301029995663981,0, , ,0, ,0, ,0,0,.301029995663981, ,0, ,0,0,0,0,0,.666666666666667,.333333333333333,0,0,.333333333333333,0,.333333333333333,0,.333333333333333,.333333333333333,.666666666666667,0,.333333333333333,0,.333333333333333,.333333333333333
125,那英,1,1,1,2,2225,1294,1,1,105,.000195275200263973,5.82970642361656E-005,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,3.34733001531695,3.11193427633268,.301029995663981,1,-4.23435331519186,-3.70935290813249,0,0, , , , ,0, ,0, , , , , , , ,.477121254719662,0, ,0, ,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,1,0,1,0
126,倪正东,0,4,1,1764,356,4286,2,1,84,6.86270405756324E-005,1.61671887384782E-006,0,2,0,0,0,0,0,0,1,1,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2.55144999797288,3.63205216670581,3.2464985807958,0,-5.79136549162795,-4.16350472891618,.301029995663981,0, ,.301029995663981, , , , , , ,0,0, , , ,.301029995663981, ,.301029995663981, , , ,0,1,0,0,0,0,0,0,.5,.5,0,0,0,1,0,1,0,0,0
127,牛文文,0,2,1,560,410,9526,63,25,10518,.0064324793963512,.00025127579665217,4,14,15,7,19,4,26,12,12,7,1,5,8,26,29,38,1,2,64,0,1,0,0,0,0,1,0,0,0,0,0,2.61278385671974,3.97891057717557,2.7481880270062,0,-3.59984934143778,-2.19162159618879,1.79934054945358,1.39794000867204,.602059991327962,1.14612803567824,1.17609125905568,.845098040014257,1.27875360095283,.602059991327962,1.41497334797082,1.07918124604762,1.07918124604762,.845098040014257,0,.698970004336019,.903089986991944,1.41497334797082,1.46239799789896,1.57978359661681,0,.301029995663981,1.80617997398389,.0634920634920635,.222222222222222,.238095238095238,.111111111111111,.301587301587302,.0634920634920635,.412698412698413,.19047619047619,.19047619047619,.111111111111111,.0158730158730159,.0793650793650794,.126984126984127,.412698412698413,.46031746031746,.603174603174603,.0158730158730159,.0317460317460317,1.01587301587302
128,潘石屹,0,4,1,121,1833,22971,103,24,171980,.0152527793379926,.0182329051735102,3,29,16,12,42,1,53,20,9,14,5,2,13,23,67,68,3,17,39,0,0,0,1,0,0,1,0,0,0,0,0,3.26316246496222,4.3611799018136,2.08278537031645,0,-1.7391441267207,-1.8166510126337,2.01283722470517,1.38021124171161,.477121254719662,1.46239799789896,1.20411998265592,1.07918124604762,1.6232492903979,0,1.72427586960079,1.30102999566398,.954242509439325,1.14612803567824,.698970004336019,.301029995663981,1.11394335230684,1.36172783601759,1.82607480270083,1.83250891270624,.477121254719662,1.23044892137827,1.5910646070265,.029126213592233,.281553398058252,.155339805825243,.116504854368932,.407766990291262,.00970873786407767,.514563106796117,.194174757281553,.087378640776699,.135922330097087,.0485436893203883,.0194174757281553,.12621359223301,.223300970873786,.650485436893204,.660194174757282,.029126213592233,.16504854368932,.378640776699029
129,盘锦周恩义,0,5,3,819,1095,5466,279,22,1733,.0300677910077664,8.49622691924965E-005,38,5,7,5,116,8,66,7,13,89,1,3,54,82,43,153,7,95,43,0,0,0,0,1,0,0,0,1,0,0,0,3.03941411917614,3.73766962735664,2.91328390176042,0,-4.07077389686737,-1.52189847706667,2.4456042032736,1.34242268082221,1.57978359661681,.698970004336019,.845098040014257,.698970004336019,2.06445798922692,.903089986991944,1.81954393554187,.845098040014257,1.11394335230684,1.94939000664491,0,.477121254719662,1.73239375982297,1.91381385238372,1.63346845557959,2.1846914308176,.845098040014257,1.97772360528885,1.63346845557959,.136200716845878,.017921146953405,.025089605734767,.017921146953405,.415770609318996,.028673835125448,.236559139784946,.025089605734767,.046594982078853,.318996415770609,.003584229390681,.010752688172043,.193548387096774,.293906810035842,.154121863799283,.548387096774194,.025089605734767,.340501792114695,.154121863799283
130,彭于晏,0,1,4,543,2438,4669,8,5,24145,.000867329936138517,.00160575441863165,0,0,0,0,8,0,1,0,0,5,2,0,0,5,3,6,0,5,1,1,0,0,0,0,0,0,0,0,1,0,0,3.38703370128236,3.66922387393081,2.73479982958885,1,-2.79432087424321,-3.06181566355388,.903089986991944,.698970004336019, , , , ,.903089986991944, ,0, , ,.698970004336019,.301029995663981, , ,.698970004336019,.477121254719662,.778151250383644, ,.698970004336019,0,0,0,0,0,1,0,.125,0,0,.625,.25,0,0,.625,.375,.75,0,.625,.125
131,评论员杨禹,0,2,1,1502,496,2764,41,24,54952,.00311935040009397,.00226048296805775,10,1,5,12,8,5,8,26,2,4,0,1,35,4,2,28,2,0,13,0,1,0,0,0,0,1,0,0,0,0,0,2.6954816764902,3.44153803870216,3.17666993266815,0,-2.64579876087317,-2.50593583772126,1.61278385671974,1.38021124171161,1,0,.698970004336019,1.07918124604762,.903089986991944,.698970004336019,.903089986991944,1.41497334797082,.301029995663981,.602059991327962, ,0,1.54406804435028,.602059991327962,.301029995663981,1.44715803134222,.301029995663981, ,1.11394335230684,.24390243902439,.024390243902439,.121951219512195,.292682926829268,.195121951219512,.121951219512195,.195121951219512,.634146341463415,.0487804878048781,.0975609756097561,0,.024390243902439,.853658536585366,.0975609756097561,.0487804878048781,.682926829268293,.0487804878048781,0,.317073170731707
132,戚薇,1,1,1,506,3499,2771,5,5,20288,.000407146707646905,.00208127465341255,1,0,0,1,2,1,0,0,1,4,0,0,1,4,0,4,0,5,1,1,0,0,0,0,0,1,0,0,0,0,0,3.54394394248291,3.44263652578223,2.7041505168398,1,-2.68167060475195,-3.39024907273793,.698970004336019,.698970004336019,0, , ,0,.301029995663981,0, , ,0,.602059991327962, , ,0,.602059991327962, ,.602059991327962, ,.698970004336019,0,.2,0,0,.2,.4,.2,0,0,.2,.8,0,0,.2,.8,0,.8,0,1,.2
133,钱钢,0,3,4,1454,135,3362,4,3,4402,.000256181426026,.000174643179909457,0,0,2,1,1,0,2,0,1,1,0,0,1,0,3,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2.13033376849501,3.52659770910345,3.16256440652302,0,-3.75784836957699,-3.591452361191,.602059991327962,.477121254719662, , ,.301029995663981,0,0, ,.301029995663981, ,0,0, , ,0, ,.477121254719662,.301029995663981, , ,0,0,0,.5,.25,.25,0,.5,0,.25,.25,0,0,.25,0,.75,.5,0,0,.25
134,芮成钢,0,2,1,430,1083,4344,15,6,15206,.00666385529219436,.00171105432889715,0,1,2,0,11,1,11,2,0,0,2,0,5,3,7,10,0,5,4,0,1,0,0,0,0,1,0,0,0,0,0,3.03462845662532,3.63788981658079,2.63346845557959,0,-2.76673620064847,-2.17627444234614,1.17609125905568,.778151250383644, ,0,.301029995663981, ,1.04139268515823,0,1.04139268515823,.301029995663981, , ,.301029995663981, ,.698970004336019,.477121254719662,.845098040014257,1, ,.698970004336019,.602059991327962,0,.0666666666666667,.133333333333333,0,.733333333333333,.0666666666666667,.733333333333333,.133333333333333,0,0,.133333333333333,0,.333333333333333,.2,.466666666666667,.666666666666667,0,.333333333333333,.266666666666667
135,撒贝宁,0,2,6,78,622,376,1,1,20,5.47752918081979E-005,7.03346758235055E-007,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2.79379038469082,2.57518784492766,1.89209460269048,0,-6.15283050988866,-4.26141530011408,0,0, , ,0, , , , , ,0, , , ,0, , , , , , ,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
136,沈浩波,0,3,1,832,693,6922,7,6,375,.000218491793458204,4.20246933059208E-006,0,1,3,3,0,0,0,1,0,6,0,0,0,6,1,6,0,3,2,0,0,1,0,0,0,1,0,0,0,0,0,2.84073323461181,3.84023159495811,2.92012332629072,0,-5.37649544733602,-3.66056487046816,.845098040014257,.778151250383644, ,0,.477121254719662,.477121254719662, , , ,0, ,.778151250383644, , , ,.778151250383644,0,.778151250383644, ,.477121254719662,.301029995663981,0,.142857142857143,.428571428571429,.428571428571429,0,0,0,.142857142857143,0,.857142857142857,0,0,0,.857142857142857,.142857142857143,.857142857142857,0,.428571428571429,.285714285714286
137,沈宏非,0,3,1,755,560,6607,6,5,583,.000422197536178495,4.67741057422873E-005,4,0,1,0,1,0,2,0,0,1,2,1,1,5,0,4,0,1,3,0,0,1,0,0,0,1,0,0,0,0,0,2.7481880270062,3.82000430680832,2.87794695162919,0,-4.32999450687237,-3.37448430543671,.778151250383644,.698970004336019,.602059991327962, ,0, ,0, ,.301029995663981, , ,0,.301029995663981,0,0,.698970004336019, ,.602059991327962, ,0,.477121254719662,.666666666666667,0,.166666666666667,0,.166666666666667,0,.333333333333333,0,0,.166666666666667,.333333333333333,.166666666666667,.166666666666667,.833333333333333,0,.666666666666667,0,.166666666666667,.5
138,十年砍柴,0,3,1,1992,49,18281,145,38,22166,.0113921306562853,.000621710371264677,18,23,20,39,42,3,16,30,42,38,2,17,24,109,12,70,0,14,35,0,0,1,0,0,0,1,0,0,0,0,0,1.69019608002851,4.26199994865183,3.29928933408768,0,-3.20641188774613,-1.94339504275758,2.16136800223497,1.57978359661681,1.25527250510331,1.36172783601759,1.30102999566398,1.5910646070265,1.6232492903979,.477121254719662,1.20411998265592,1.47712125471966,1.6232492903979,1.57978359661681,.301029995663981,1.23044892137827,1.38021124171161,2.03742649794062,1.07918124604762,1.84509804001426, ,1.14612803567824,1.54406804435028,.124137931034483,.158620689655172,.137931034482759,.268965517241379,.289655172413793,.0206896551724138,.110344827586207,.206896551724138,.289655172413793,.262068965517241,.0137931034482759,.117241379310345,.16551724137931,.751724137931034,.0827586206896552,.482758620689655,0,.096551724137931,.241379310344828
139,石康,0,3,1,120,253,170,1,1,88,.0002851090444387,5.44878091049939E-007,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2.40312052117582,2.23044892137827,2.07918124604762,0,-6.26370065424932,-3.5449890054632,0,0, , , , , ,0, ,0, , , , , ,0, ,0, , ,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1
140,石述思,0,2,1,2023,185,13644,68,30,67212,.00585589981524634,.00217916775374498,4,15,19,16,12,4,5,36,6,12,0,11,51,19,0,19,0,8,16,0,1,0,0,0,0,1,0,0,0,0,0,2.26717172840301,4.13494171073536,3.3059958827708,0,-2.66170933619638,-2.23240636194589,1.83250891270624,1.47712125471966,.602059991327962,1.17609125905568,1.27875360095283,1.20411998265592,1.07918124604762,.602059991327962,.698970004336019,1.55630250076729,.778151250383644,1.07918124604762, ,1.04139268515823,1.70757017609794,1.27875360095283, ,1.27875360095283, ,.903089986991944,1.20411998265592,.0588235294117647,.220588235294118,.279411764705882,.235294117647059,.176470588235294,.0588235294117647,.0735294117647059,.529411764705882,.0882352941176471,.176470588235294,0,.161764705882353,.75,.279411764705882,0,.279411764705882,0,.117647058823529,.235294117647059
141,史玉柱大闲人,0,4,5,65,784,1269,3,2,613,.000663961703491256,6.35670385138671E-005,0,0,0,0,1,2,1,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2.89431606268444,3.1034616220947,1.81291335664286,0,-4.19676802117998,-3.17785696949052,.477121254719662,.301029995663981, , , , ,0,.301029995663981,0, ,.301029995663981, , , ,.477121254719662, , , , , , ,0,0,0,0,.333333333333333,.666666666666667,.333333333333333,0,.666666666666667,0,0,0,1,0,0,0,0,0,0
142,使徒子,0,6,5,850,671,12875,16,13,61111,.00299475377384853,.00271594015716276,1,0,2,1,9,3,4,0,3,3,0,6,0,11,5,11,0,3,8,0,0,0,0,0,1,0,0,0,0,1,0,2.82672252016899,4.10974723771323,2.92941892571429,0,-2.56607980350064,-2.52363887913604,1.20411998265592,1.11394335230684,0, ,.301029995663981,0,.954242509439325,.477121254719662,.602059991327962, ,.477121254719662,.477121254719662, ,.778151250383644, ,1.04139268515823,.698970004336019,1.04139268515823, ,.477121254719662,.903089986991944,.0625,0,.125,.0625,.5625,.1875,.25,0,.1875,.1875,0,.375,0,.6875,.3125,.6875,0,.1875,.5
143,瘦马,0,4,1,588,413,5308,1,1,2,.000583181159563019,8.36178047931034E-008,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,2.6159500516564,3.7249309141924,2.76937732607614,0,-7.07770123811012,-3.23419651491982,0,0, , , , ,0, , ,0, , , , , , ,0,0, ,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1
144,水皮,0,2,1,269,632,3560,45,10,1151,.00654339954915285,.000368407612052245,4,4,0,5,32,0,21,8,1,14,1,0,11,18,16,25,2,24,7,0,1,0,0,0,0,1,0,0,0,0,0,2.80071707828239,3.55144999797288,2.42975228000241,0,-3.4336714049732,-2.18419656026186,1.65321251377534,1,.602059991327962,.602059991327962, ,.698970004336019,1.50514997831991, ,1.32221929473392,.903089986991944,0,1.14612803567824,0, ,1.04139268515823,1.25527250510331,1.20411998265592,1.39794000867204,.301029995663981,1.38021124171161,.845098040014257,.0888888888888889,.0888888888888889,0,.111111111111111,.711111111111111,0,.466666666666667,.177777777777778,.0222222222222222,.311111111111111,.0222222222222222,0,.244444444444444,.4,.355555555555556,.555555555555556,.0444444444444444,.533333333333333,.155555555555556
145,司马南,0,3,1,2051,99,29781,36,10,6686,.00217438223977713,7.2510288241164E-005,4,0,17,5,0,10,6,23,2,2,0,3,15,17,4,8,0,10,22,0,0,1,0,0,0,1,0,0,0,0,0,1.99563519459755,4.47393927659918,3.31196566036837,0,-4.13960036847222,-2.6626641078882,1.55630250076729,1,.602059991327962, ,1.23044892137827,.698970004336019, ,1,.778151250383644,1.36172783601759,.301029995663981,.301029995663981, ,.477121254719662,1.17609125905568,1.23044892137827,.602059991327962,.903089986991944, ,1,1.34242268082221,.111111111111111,0,.472222222222222,.138888888888889,0,.277777777777778,.166666666666667,.638888888888889,.0555555555555556,.0555555555555556,0,.0833333333333333,.416666666666667,.472222222222222,.111111111111111,.222222222222222,0,.277777777777778,.611111111111111
146,思想聚焦,0,2,1,1667,1818,66179,5,2,46586,.000755141593395448,.000133301524143271,1,0,0,0,0,4,3,1,0,0,0,1,5,0,0,0,4,0,2,0,1,0,0,0,0,1,0,0,0,0,0,3.25959387888595,4.82072020045207,3.22193559982801,0,-3.87516488492051,-3.1219716080201,.698970004336019,.301029995663981,0, , , , ,.602059991327962,.477121254719662,0, , , ,0,.698970004336019, , , ,.602059991327962, ,.301029995663981,.2,0,0,0,0,.8,.6,.2,0,0,0,.2,1,0,0,0,.8,0,.4
147,思想说,0,2,1,878,86,47008,3,2,236,.000162821500128858,1.14036025998056E-005,1,0,0,2,0,0,1,0,0,2,0,0,2,0,1,2,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1.93449845124357,4.67217177411016,2.9434945159061,0,-4.94295792567674,-3.78828824827478,.477121254719662,.301029995663981,0, , ,.301029995663981, , ,0, , ,.301029995663981, , ,.301029995663981, ,0,.301029995663981,0, ,0,.333333333333333,0,0,.666666666666667,0,0,.333333333333333,0,0,.666666666666667,0,0,.666666666666667,0,.333333333333333,.666666666666667,.333333333333333,0,.333333333333333
148,宋鸿兵,0,3,1,320,193,14210,127,19,28034,.0396882164898025,.00113273747959974,15,5,1,16,68,22,52,44,9,13,0,9,55,40,32,83,8,11,49,0,0,1,0,0,0,1,0,0,0,0,0,2.28555730900777,4.15259407792747,2.50514997831991,0,-2.94587072947612,-1.40133841699207,2.10380372095596,1.27875360095283,1.17609125905568,.698970004336019,0,1.20411998265592,1.83250891270624,1.34242268082221,1.7160033436348,1.64345267648619,.954242509439325,1.11394335230684, ,.954242509439325,1.74036268949424,1.60205999132796,1.50514997831991,1.91907809237607,.903089986991944,1.04139268515823,1.69019608002851,.118110236220472,.0393700787401575,.0078740157480315,.125984251968504,.535433070866142,.173228346456693,.409448818897638,.346456692913386,.0708661417322835,.102362204724409,0,.0708661417322835,.433070866141732,.31496062992126,.251968503937008,.653543307086614,.062992125984252,.0866141732283465,.385826771653543
149,苏芩,1,3,1,1049,5013,4887,13,9,39562,.00258096583593347,.00379847165717871,4,1,1,0,6,1,0,3,2,6,2,0,3,10,0,12,0,3,2,0,0,1,0,0,0,1,0,0,0,0,0,3.70009770461305,3.68904233902817,3.02077548819356,0,-2.42039110979591,-2.58821774414415,1.11394335230684,.954242509439325,.602059991327962,0,0, ,.778151250383644,0, ,.477121254719662,.301029995663981,.778151250383644,.301029995663981, ,.477121254719662,1, ,1.07918124604762, ,.477121254719662,.301029995663981,.307692307692308,.0769230769230769,.0769230769230769,0,.461538461538462,.0769230769230769,0,.230769230769231,.153846153846154,.461538461538462,.153846153846154,0,.230769230769231,.769230769230769,0,.923076923076923,0,.230769230769231,.153846153846154
150,苏群,0,2,1,485,744,13672,11,8,908,.00122274165307087,7.08997308032874E-005,5,1,1,0,4,0,1,1,0,8,0,1,9,2,0,7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2.87157293554588,4.13583204971268,2.68574173860226,0,-4.14935541377136,-2.91266529316637,1.04139268515823,.903089986991944,.698970004336019,0,0, ,.602059991327962, ,0,0, ,.903089986991944, ,0,.954242509439325,.301029995663981, ,.845098040014257, , ,0,.454545454545455,.0909090909090909,.0909090909090909,0,.363636363636364,0,.0909090909090909,.0909090909090909,0,.727272727272727,0,.0909090909090909,.818181818181818,.181818181818182,0,.636363636363636,0,0,.0909090909090909
151,唐骏,0,4,6,23,505,1712,2,2,119,2.98599001333838E-005,2.05333901198365E-009,0,2,0,0,0,0,0,2,0,0,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,2.70329137811866,3.23350376034113,1.36172783601759,0,-8.6875393414823,-4.52491164910908,.301029995663981,.301029995663981, ,.301029995663981, , , , , ,.301029995663981, , , , ,0, ,0,0, , ,.301029995663981,0,1,0,0,0,0,0,1,0,0,0,0,.5,0,.5,.5,0,0,1
152,唐嫣,1,1,1,295,5638,3291,9,7,324243,.000798070636809454,.0366591766834055,2,0,0,0,6,1,1,0,1,6,1,0,1,5,3,9,0,6,3,1,0,0,0,0,0,1,0,0,0,0,0,3.75112507153558,3.51732788229437,2.46982201597816,1,-1.43581729294361,-3.09795866777344,.954242509439325,.845098040014257,.301029995663981, , , ,.778151250383644,0,0, ,0,.778151250383644,0, ,0,.698970004336019,.477121254719662,.954242509439325, ,.778151250383644,.477121254719662,.222222222222222,0,0,0,.666666666666667,.111111111111111,.111111111111111,0,.111111111111111,.666666666666667,.111111111111111,0,.111111111111111,.555555555555556,.333333333333333,1,0,.666666666666667,.333333333333333
153,天才小熊猫,0,6,1,998,654,2652,6,4,35556,.00077321177286934,.00219320861940092,1,0,1,0,4,0,1,0,0,1,3,1,0,2,4,6,0,4,2,0,0,0,0,0,1,1,0,0,0,0,0,2.81557774832427,3.42357351973274,2.99913054128737,0,-2.65892005598986,-3.11170154205519,.778151250383644,.602059991327962,0, ,0, ,.602059991327962, ,0, , ,0,.477121254719662,0, ,.301029995663981,.602059991327962,.778151250383644, ,.602059991327962,.301029995663981,.166666666666667,0,.166666666666667,0,.666666666666667,0,.166666666666667,0,0,.166666666666667,.5,.166666666666667,0,.333333333333333,.666666666666667,1,0,.666666666666667,.333333333333333
154,同道大叔,0,6,1,985,1166,9744,1,1,3188,3.25536815595127E-005,1.15795035608323E-005,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3.066698550423,3.9887372752888,2.99343623049761,0,-4.93631005938343,-4.48739988910601,0,0, , , ,0, , , , ,0, , , , ,0, , , , , ,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
155,佟丽娅,1,1,1,709,2899,4843,13,8,34595,.00267186006223495,.000861275014691294,1,0,0,2,10,0,5,1,3,4,0,0,1,6,6,10,2,7,6,1,0,0,0,0,0,1,0,0,0,0,0,3.462248215355,3.68511446904654,2.85064623518307,1,-3.06485815134309,-2.57318629162713,1.11394335230684,.903089986991944,0, , ,.301029995663981,1, ,.698970004336019,0,.477121254719662,.602059991327962, , ,0,.778151250383644,.778151250383644,1,.301029995663981,.845098040014257,.778151250383644,.0769230769230769,0,0,.153846153846154,.769230769230769,0,.384615384615385,.0769230769230769,.230769230769231,.307692307692308,0,0,.0769230769230769,.461538461538462,.461538461538462,.769230769230769,.153846153846154,.538461538461538,.461538461538462
156,土家野夫,0,3,3,1812,84,17966,26,10,7265,.00195652184467025,.000193782415090793,0,6,15,3,1,1,10,3,9,2,1,1,0,12,14,13,0,5,13,0,0,1,0,0,0,0,0,1,0,0,0,1.92427928606188,4.25445139534502,3.25815819334079,0,-3.71268563582775,-2.70851529881529,1.41497334797082,1, ,.778151250383644,1.17609125905568,.477121254719662,0,0,1,.477121254719662,.954242509439325,.301029995663981,0,0, ,1.07918124604762,1.14612803567824,1.11394335230684, ,.698970004336019,1.11394335230684,0,.230769230769231,.576923076923077,.115384615384615,.0384615384615385,.0384615384615385,.384615384615385,.115384615384615,.346153846153846,.0769230769230769,.0384615384615385,.0384615384615385,0,.461538461538462,.538461538461538,.5,0,.192307692307692,.5
157,庹祖海TuoZuhai,0,5,1,336,164,6101,98,33,220,.00933426026658091,3.5615956864783E-006,16,19,9,19,20,15,50,15,11,22,0,0,4,35,59,75,5,19,46,0,0,0,0,1,0,1,0,0,0,0,0,2.2148438480477,3.78540102499239,2.52633927738984,0,-5.44835538332804,-2.02992009387683,1.99122607569249,1.51851393987789,1.20411998265592,1.27875360095283,.954242509439325,1.27875360095283,1.30102999566398,1.17609125905568,1.69897000433602,1.17609125905568,1.04139268515823,1.34242268082221, , ,.602059991327962,1.54406804435028,1.77085201164214,1.8750612633917,.698970004336019,1.27875360095283,1.66275783168157,.163265306122449,.193877551020408,.0918367346938776,.193877551020408,.204081632653061,.153061224489796,.510204081632653,.153061224489796,.112244897959184,.224489795918367,0,0,.0408163265306122,.357142857142857,.602040816326531,.76530612244898,.0510204081632653,.193877551020408,.469387755102041
158,王克勤,0,2,1,2948,68,24779,97,22,35602,.00740745851279422,.000372211830083262,0,5,13,29,47,3,45,15,14,15,7,1,15,36,46,66,0,36,32,0,1,0,0,0,0,1,0,0,0,0,0,1.83250891270624,4.39408377567826,3.46952747918701,0,-3.42920982771725,-2.13033077220903,1.98677173426624,1.34242268082221, ,.698970004336019,1.11394335230684,1.46239799789896,1.67209785793572,.477121254719662,1.65321251377534,1.17609125905568,1.14612803567824,1.17609125905568,.845098040014257,0,1.17609125905568,1.55630250076729,1.66275783168157,1.81954393554187, ,1.55630250076729,1.50514997831991,0,.0515463917525773,.134020618556701,.298969072164948,.484536082474227,.0309278350515464,.463917525773196,.154639175257732,.144329896907216,.154639175257732,.0721649484536082,.0103092783505155,.154639175257732,.371134020618557,.474226804123711,.680412371134021,0,.371134020618557,.329896907216495
159,王力宏,0,1,4,59,5684,2357,4,4,23464,.000159045928686154,.000753073380695212,1,0,0,1,2,0,1,0,0,3,0,0,2,2,0,2,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,3.75465406925543,3.37235958252432,1.77085201164214,1,-3.12316270337661,-3.79847744363784,.602059991327962,.602059991327962,0, , ,0,.301029995663981, ,0, , ,.477121254719662, , ,.301029995663981,.301029995663981, ,.301029995663981, ,.301029995663981,0,.25,0,0,.25,.5,0,.25,0,0,.75,0,0,.5,.5,0,.5,0,.5,.25
160,王珞丹,1,1,1,816,3930,2344,2,2,3367,8.78483075352878E-005,5.68862055261556E-005,0,0,0,0,2,0,0,0,0,2,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,3.59439255037543,3.36995760734605,2.91169015875386,1,-4.24499303395963,-4.05626660110284,.301029995663981,.301029995663981, , , , ,.301029995663981, , , , ,.301029995663981, , ,0,0, ,0, ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,.5,.5,0,.5,0,.5,.5
161,王尼玛,0,6,5,261,1191,7153,19,10,150925,.00175272587303416,.00923139204539051,6,0,0,2,5,6,2,0,3,6,1,7,7,7,5,13,5,4,2,0,0,0,0,0,1,0,0,0,0,1,0,3.07591176148278,3.85448822504443,2.41664050733828,0,-2.03473280471111,-2.75628600241048,1.27875360095283,1,.778151250383644, , ,.301029995663981,.698970004336019,.778151250383644,.301029995663981, ,.477121254719662,.778151250383644,0,.845098040014257,.845098040014257,.845098040014257,.698970004336019,1.11394335230684,.698970004336019,.602059991327962,.301029995663981,.315789473684211,0,0,.105263157894737,.263157894736842,.315789473684211,.105263157894737,0,.157894736842105,.315789473684211,.0526315789473684,.368421052631579,.368421052631579,.368421052631579,.263157894736842,.684210526315789,.263157894736842,.210526315789474,.105263157894737
162,王冉,0,4,1,401,448,10808,111,23,47009,.0147929813034006,.00242065970605788,2,11,43,11,40,4,28,36,20,19,4,4,27,54,30,56,1,16,56,0,0,0,1,0,0,1,0,0,0,0,0,2.65127801399814,4.03374533601397,2.60314437262018,0,-2.6160662589551,-1.82994429164632,2.04532297878666,1.36172783601759,.301029995663981,1.04139268515823,1.63346845557959,1.04139268515823,1.60205999132796,.602059991327962,1.44715803134222,1.55630250076729,1.30102999566398,1.27875360095283,.602059991327962,.602059991327962,1.43136376415899,1.73239375982297,1.47712125471966,1.7481880270062,0,1.20411998265592,1.7481880270062,.018018018018018,.0990990990990991,.387387387387387,.0990990990990991,.36036036036036,.036036036036036,.252252252252252,.324324324324324,.18018018018018,.171171171171171,.036036036036036,.036036036036036,.243243243243243,.486486486486487,.27027027027027,.504504504504504,.00900900900900901,.144144144144144,.504504504504504
